Genre,Reports,Age,Gpa,Year,Count,Gender,Translate
Housing and Transportation,"13. ""The public transportation system shuts down early in the evening, which makes it hard for me to attend evening classes or study sessions.""",21,2.85,3,1,F,"13. ""Sistem transportasi umum mati pada sore hari, sehingga menyulitkan saya untuk menghadiri kelas malam atau sesi belajar."""
Housing and Transportation,"14. ""The university should do more to provide affordable and accessible housing options for students, especially those from low-income backgrounds.""",25,2.17,5,1,F,"14. ""Universitas harus berbuat lebih banyak untuk menyediakan pilihan perumahan yang terjangkau dan mudah diakses bagi mahasiswa, terutama mereka yang berasal dari latar belakang berpenghasilan rendah."""
Housing and Transportation,"15. ""I've had to take out loans just to cover the cost of housing and transportation, which adds to the stress and pressure of being a student.""",27,2.66,5,1,M,"15. ""Saya harus mengambil pinjaman hanya untuk menutupi biaya perumahan dan transportasi, yang menambah stres dan tekanan sebagai pelajar."""
Housing and Transportation,"16. ""The public transportation system is often overcrowded and noisy, which makes it hard to concentrate on studying or getting any work done.""",26,2.51,3,1,M,"16. ""Sistem transportasi umum sering kali penuh sesak dan berisik, sehingga sulit berkonsentrasi untuk belajar atau menyelesaikan pekerjaan."""
Housing and Transportation,"17. ""I've had to resort to sleeping on a friend's couch because I can't afford the rent in the university area, and it's really taking a toll on my mental health.""",21,1.2,4,1,M,"17. ""Saya terpaksa tidur di sofa teman karena saya tidak mampu membayar sewa area universitas, dan hal ini sangat berdampak buruk pada kesehatan mental saya."""
Housing and Transportation,"18. ""The lack of affordable and safe housing options near campus is a serious issue that the university needs to address.""",24,2,2,1,M,"18. ""Kurangnya pilihan perumahan yang terjangkau dan aman di dekat kampus merupakan masalah serius yang perlu diatasi oleh universitas."""
Housing and Transportation,"19. ""I've had to miss class several times because of transportation issues, and it's really hurt my grades and my overall academic performance.""",27,2.35,3,1,F,"19. ""Aku harus bolos kelas beberapa kali karena masalah transportasi, dan itu sangat mengganggu nilaiku dan prestasi akademisku secara keseluruhan."""
Housing and Transportation,"20. ""The university should provide more support and resources for students who live off-campus, especially those who are struggling with housing and transportation issues.""",23,3.17,2,1,M,"20. ""Universitas harus memberikan lebih banyak dukungan dan sumber daya bagi mahasiswa yang tinggal di luar kampus, terutama mereka yang berjuang dengan masalah perumahan dan transportasi."""
Housing and Transportation,"21. ""The high cost of housing and transportation is a barrier that prevents many students from pursuing higher education, and it's a problem that needs to be addressed at a systemic level.""",25,3.34,3,1,M,"21. “Mahalnya biaya perumahan dan transportasi merupakan hambatan yang menghalangi banyak siswa untuk melanjutkan pendidikan tinggi, dan ini merupakan masalah yang perlu ditangani pada tingkat sistemis.”"
Housing and Transportation,"22. ""The long commute to and from campus takes up so much of my day that I don't have much time or energy left for studying or extracurricular activities.""",21,0.02,1,1,F,22. “Perjalanan jauh ke dan dari kampus menyita banyak waktuku sehingga aku tidak punya banyak waktu atau tenaga tersisa untuk belajar atau kegiatan ekstrakurikuler.”
Housing and Transportation,"23. ""The public transportation system is often unreliable and unsafe, which makes me feel anxious and stressed every time",23,3.3,5,1,M,"23. ""Sistem transportasi umum seringkali tidak dapat diandalkan dan tidak aman, sehingga membuat saya merasa cemas dan stres setiap saat"
Housing and Transportation,"1. ""I've been living off-campus for a year now and finding affordable housing near the university is a nightmare. I wish there were more affordable options for students.""",17,1.42,1,1,M,"1. ""Saya sudah tinggal di luar kampus selama satu tahun dan menemukan perumahan terjangkau di dekat universitas adalah mimpi buruk. Saya berharap ada pilihan yang lebih terjangkau bagi mahasiswa."""
Housing and Transportation,"2. ""The transportation system in my city is not reliable at all, I've had to miss multiple classes due to late buses and trains.""",26,2.53,4,1,M,"2. ""Sistem transportasi di kotaku sama sekali tidak bisa diandalkan. Aku harus bolos beberapa kelas karena bus dan kereta terlambat."""
Housing and Transportation,"3. ""It's so frustrating having to pay such high rent for a tiny apartment that's miles away from the university.""",25,2.79,1,1,M,"3. ""Sungguh membuat frustasi harus membayar sewa yang tinggi untuk sebuah apartemen kecil yang jaraknya berkilo-kilo meter dari universitas."""
Housing and Transportation,"4. ""I've had to switch apartments multiple times because my landlord kept increasing the rent without warning. It's not fair for students who are already struggling to make ends meet.""",21,03.06,2,1,M,"4. ""Aku harus berpindah apartemen berkali-kali karena pemilik rumah terus menaikkan harga sewa tanpa peringatan. Ini tidak adil bagi siswa yang sudah kesulitan memenuhi kebutuhan hidup."""
Housing and Transportation,"5. ""The public transportation in my city is so crowded during peak hours, it's impossible to get a seat.""",16,2.46,4,1,F,"5. ""Angkutan umum di kotaku ramai sekali saat jam sibuk, tidak mungkin dapat tempat duduk."""
Housing and Transportation,"6. ""I've had to drop out of a few classes because the bus schedule didn't line up with my class schedule.""",21,1.45,3,1,M,"6. ""Aku terpaksa keluar dari beberapa kelas karena jadwal bus tidak sesuai dengan jadwal kelasku."""
Housing and Transportation,"7. ""Finding a parking spot near the university is a nightmare, and the parking fees are outrageous.""",26,3.61,4,1,F,"7. ""Menemukan tempat parkir di dekat universitas adalah mimpi buruk, dan biaya parkirnya sangat mahal."""
Housing and Transportation,"8. ""The nearest grocery store is a 30-minute bus ride away, making it difficult to buy fresh groceries.""",23,0.72,3,1,M,"8. ""Toko kelontong terdekat berjarak 30 menit perjalanan dengan bus, sehingga sulit untuk membeli bahan makanan segar."""
Housing and Transportation,"9. ""I have to walk 20 minutes to the bus stop every day, which is not ideal during the winter months.""",17,2.93,4,1,M,"9. ""Saya harus berjalan kaki 20 menit ke halte bus setiap hari, dan ini tidak ideal selama bulan-bulan musim dingin."""
Housing and Transportation,"10. ""I wish the university would provide more affordable housing options for students who can't afford to pay rent in the city.""",16,3.46,1,1,F,"10. ""Saya berharap universitas dapat menyediakan pilihan tempat tinggal yang lebih terjangkau bagi mahasiswa yang tidak mampu membayar sewa di kota."""
Housing and Transportation,"11. ""The bus service in my area is so infrequent, it's impossible to get anywhere on time.""",17,2.69,2,1,M,"11. ""Layanan bus di daerahku sangat jarang, mustahil untuk sampai ke mana pun tepat waktu."""
Housing and Transportation,"12. ""The housing options near the university are so limited, it's impossible to find a decent place to live.""",19,0.26,4,1,M,"12. “Pilihan perumahan di dekat universitas sangat terbatas, mustahil menemukan tempat tinggal yang layak.”"
Housing and Transportation,"13. ""I had to take out a student loan just to be able to afford the rent for my apartment.""",24,3.19,5,1,F,"13. ""Aku harus mengambil pinjaman pelajar hanya untuk mampu membayar sewa apartemenku."""
Housing and Transportation,"14. ""The rent for a one-bedroom apartment near the university is more than my monthly student loan payment.""",22,02.06,3,1,M,"14. ""Sewa apartemen satu kamar dekat universitas lebih mahal daripada pembayaran pinjaman mahasiswa bulananku."""
Housing and Transportation,"15. ""I've had to share a room with a stranger just to be able to afford rent.""",16,3.92,2,1,F,"15. ""Saya harus berbagi kamar dengan orang asing hanya untuk mampu membayar sewa."""
Housing and Transportation,"16. ""I've had to borrow money from my parents just to be able to pay for rent and transportation costs.""",23,0.44,2,1,F,"16. ""Aku harus meminjam uang dari orang tuaku hanya untuk bisa membayar biaya sewa dan transportasi."""
Housing and Transportation,"17. ""The nearest bus stop is a 15-minute walk away from my apartment, which is not ideal during the winter months.""",19,1.68,5,1,F,"17. ""Halte bus terdekat berjarak 15 menit berjalan kaki dari apartemenku, dan ini tidak ideal saat musim dingin."""
Housing and Transportation,"18. ""The university should provide shuttle buses to off-campus students, especially during peak class times.""",22,01.08,3,1,M,"18. ""Universitas harus menyediakan shuttle bus untuk mahasiswa di luar kampus, terutama pada jam sibuk."""
Housing and Transportation,"19. ""I wish the university would provide more affordable parking options for students who have to drive to class.""",24,1.86,3,1,F,"19. ""Saya berharap universitas menyediakan pilihan parkir yang lebih terjangkau bagi mahasiswa yang harus berkendara ke kelas."""
Housing and Transportation,"20. ""The traffic near the university is so bad during peak hours, it's impossible to get anywhere on time.""",26,0.93,1,1,M,"20. ""Lalu lintas di dekat universitas sangat buruk pada jam sibuk, mustahil untuk sampai ke mana pun tepat waktu."""
Housing and Transportation,"21. ""The rent prices near the university are so high, it's impossible to live without roommates.""",20,2.9,5,1,F,"21. ""Harga sewa di dekat universitas sangat tinggi, mustahil hidup tanpa teman sekamar."""
Housing and Transportation,"22. ""I've had to move to a different city just to be able to afford housing and transportation costs.""",18,0.26,2,1,F,"22. ""Saya harus pindah ke kota lain hanya untuk mampu membayar biaya perumahan dan transportasi."""
Housing and Transportation,"23. ""The bus stops near my apartment are not well-lit, making it feel unsafe to wait for the bus at night.""",23,2.76,2,1,F,"23. ""Halte bus di dekat apartemenku tidak memiliki penerangan yang baik, sehingga terasa tidak aman untuk menunggu bus di malam hari."""
Housing and Transportation,"24. ""I wish there were more bike lanes near the university, it would make it easier to commute by bike.""",21,3.48,5,1,F,"24. ""Saya berharap ada lebih banyak jalur sepeda di dekat universitas, sehingga memudahkan perjalanan dengan sepeda."""
Housing and Transportation,"25. ""The public transportation in my city is not accessible for students with disabilities.""",23,3.15,4,1,F,25. “Transportasi umum di kota saya tidak dapat diakses oleh siswa penyandang disabilitas.”
Housing and Transportation,"26. ""I've had to take a part-time job just to be able to afford rent and transportation costs.""",16,1.32,3,1,F,"26. ""Saya harus mengambil pekerjaan paruh waktu hanya untuk mampu membayar biaya sewa dan transportasi."""
Housing and Transportation,"27. ""The university should provide more affordable on-campus housing options for students who can't afford to live off-campus.""",16,0.87,1,1,M,"27. ""Universitas harus menyediakan pilihan tempat tinggal dalam kampus yang lebih terjangkau bagi mahasiswa yang tidak mampu tinggal di luar kampus."""
Housing and Transportation,"28. ""I wish the university would provide more information about affordable housing options near the university.""",21,0.61,5,1,F,"28. ""Saya berharap universitas memberikan lebih banyak informasi tentang pilihan perumahan yang terjangkau di dekat universitas."""
Housing and Transportation,"29. ""The housing options near the university are so limited, it's impossible to find a place to live that's not infested with pests.""",24,3.36,3,1,F,"29. “Pilihan perumahan di dekat universitas sangat terbatas, mustahil menemukan tempat tinggal yang tidak dipenuhi hama.”"
Housing and Transportation,"30. ""The university should provide more information about transportation options for students who live off-campus.""",17,03.01,4,1,M,"30. ""Universitas harus memberikan lebih banyak informasi tentang pilihan transportasi bagi mahasiswa yang tinggal di luar kampus."""
Housing and Transportation,"31. ""The parking lots near the university are always full, making it impossible to find a spot.""",23,0.63,4,1,F,"31. ""Tempat parkir dekat universitas selalu penuh, sehingga sulit menemukan tempat."""
Housing and Transportation,"1. ""I'm really struggling to find affordable housing close to campus. Everything seems to be way out of my budget, and it's frustrating to feel like I have to compromise on the quality of my living situation just to be able to afford rent.""",16,0.41,4,1,F,"1. ""Saya benar-benar berjuang untuk menemukan perumahan yang terjangkau di dekat kampus. Segalanya tampak di luar anggaran saya, dan rasanya frustasi karena saya harus berkompromi dengan kualitas hidup saya hanya untuk mampu membayar sewa ."""
Housing and Transportation,"2. ""The public transportation options in this area are terrible. Buses are always late or overcrowded, and there are never enough taxis or ride-sharing services available. It's making it really difficult for me to get to class on time and stay on top of my schedule.""",26,0.15,4,1,M,"2. ""Pilihan transportasi umum di daerah ini sangat buruk. Bus selalu terlambat atau penuh sesak, dan ketersediaan taksi atau layanan berbagi tumpangan tidak pernah mencukupi. Hal ini membuat saya sangat sulit untuk tiba di kelas tepat waktu dan tetap berada di atas dari jadwalku."""
Housing and Transportation,"3. ""I feel like the university should be doing more to provide affordable housing options for students. It's not fair that we have to choose between living in subpar conditions or going into debt just to afford rent.""",23,1.54,5,1,F,3. “Saya merasa universitas harus berbuat lebih banyak untuk menyediakan pilihan perumahan yang terjangkau bagi mahasiswa. Tidak adil jika kita harus memilih antara hidup dalam kondisi di bawah standar atau berhutang hanya untuk membayar sewa.”
Housing and Transportation,"4. ""I don't have a car, and the only transportation option near my apartment is the bus. But the bus route doesn't go directly to campus, so I have to transfer multiple times just to get to class. It's a huge waste of time and energy.""",24,1.61,2,1,M,"4. “Saya tidak punya mobil, dan satu-satunya pilihan transportasi di dekat apartemen saya adalah bus. Tapi jalur busnya tidak langsung menuju kampus, jadi saya harus pindah berkali-kali hanya untuk sampai ke kelas. membuang-buang waktu dan tenaga."""
Housing and Transportation,"5. ""The housing market in this area is so competitive that I feel like I'm constantly battling with other students to find a decent place to live. It's stressful and exhausting, and I wish there were more options available to us.""",25,1.3,1,1,M,"5. ""Pasar perumahan di daerah ini sangat kompetitif sehingga saya merasa seperti saya terus-menerus berjuang dengan siswa lain untuk menemukan tempat tinggal yang layak. Ini penuh tekanan dan melelahkan, dan saya berharap ada lebih banyak pilihan yang tersedia bagi kami."""
Housing and Transportation,"6. ""The cost of rent in this area is astronomical. I'm already working a part-time job just to make ends meet, and it's frustrating to feel like I'm barely scraping by even though I'm a full-time student.""",23,3.79,2,1,F,"6. “Biaya sewa di daerah ini sangat besar. Aku sudah bekerja paruh waktu hanya untuk memenuhi kebutuhan hidup, dan rasanya frustasi karena aku hampir tidak bisa mendapatkan penghasilan meskipun aku bekerja penuh waktu murid."""
Housing and Transportation,"7. ""I'm really disappointed with the state of the public transportation system here. It's unreliable and inconvenient, and it's making it really difficult for me to stay on top of my studies and extracurricular activities.""",17,0.59,1,1,M,"7. ""Saya sangat kecewa dengan keadaan sistem transportasi umum di sini. Tidak dapat diandalkan dan tidak nyaman, dan sangat menyulitkan saya untuk tetap mengikuti pelajaran dan kegiatan ekstrakurikuler."""
Housing and Transportation,"8. ""I feel like the university should be doing more to incentivize landlords to offer affordable housing to students. It's not fair that we have to pay so much just to have a place to live while we're pursuing our degrees.""",23,1.29,1,1,F,"8. ""Saya merasa universitas harus berbuat lebih banyak untuk memberikan insentif kepada tuan tanah agar menawarkan perumahan yang terjangkau bagi mahasiswa. Tidak adil jika kita harus membayar begitu banyak hanya untuk mendapatkan tempat tinggal sambil mengejar gelar kita."""
Housing and Transportation,"9. ""The lack of affordable housing options in this area is really limiting my choices. I feel like I have to settle for a place that's far away from campus and not very nice, just because it's the only thing I can afford.""",27,3.57,2,1,M,"9. ""Kurangnya pilihan perumahan yang terjangkau di daerah ini benar-benar membatasi pilihan saya. Saya merasa harus menetap di tempat yang jauh dari kampus dan tidak terlalu bagus, hanya karena hanya itu yang mampu saya beli."""
Housing and Transportation,"10. ""I have to rely on public transportation to get around, but the bus schedule is so sporadic that I'm constantly running late for classes and appointments. It's really frustrating and stressful.""",20,1.28,2,1,F,"10. ""Aku harus bergantung pada transportasi umum untuk bepergian, tapi jadwal bus sangat sporadis sehingga aku selalu terlambat ke kelas dan membuat janji. Benar-benar membuat frustrasi dan stres."""
Activities and Travelling,"1. ""I've been looking for ways to explore the area around campus and get to know the city better, but it's hard to find affordable and convenient transportation options. I wish there were more affordable shuttle services or student discounts for public transit.""",16,02.06,3,1,M,"1. ""Saya telah mencari cara untuk menjelajahi kawasan sekitar kampus dan mengenal kota lebih baik, namun sulit untuk menemukan pilihan transportasi yang terjangkau dan nyaman. Saya berharap ada layanan antar-jemput yang lebih terjangkau atau diskon pelajar untuk angkutan umum. """
Activities and Travelling,"2. ""I'm really interested in trying out some new outdoor activities, but I don't know where to start. It would be great if the university offered more organized trips and activities, like hiking or kayaking, so that I could explore the area with other students.""",23,2.56,3,1,F,"2. ""Saya sangat tertarik untuk mencoba beberapa aktivitas luar ruangan baru, tapi saya tidak tahu harus mulai dari mana. Akan sangat bagus jika universitas menawarkan perjalanan dan aktivitas yang lebih terorganisir, seperti hiking atau kayak, sehingga saya bisa menjelajah bersama siswa lain."""
Activities and Travelling,"3. ""I've been feeling really burned out lately, and I think it's because I haven't had a chance to take a break and do something fun outside of class. I wish there were more social events and activities on campus that were geared towards stress relief and self-care.""",18,3.11,4,1,M,"3. “Akhir-akhir ini aku merasa sangat lelah, dan menurutku itu karena aku tidak sempat istirahat dan melakukan sesuatu yang menyenangkan di luar kelas. Aku berharap ada lebih banyak acara dan kegiatan sosial di kampus yang bisa dilakukan.” diarahkan untuk menghilangkan stres dan perawatan diri."""
Activities and Travelling,"4. ""I'm from out of town, and I'm having a hard time finding my way around the city. It would be great if the university offered more orientation sessions or tours for new students, so that we could feel more confident and comfortable navigating the area.""",19,2.45,2,1,F,"4. “Saya dari luar kota, dan saya kesulitan mencari jalan keluar kota. Alangkah baiknya jika universitas menawarkan lebih banyak sesi orientasi atau tur bagi mahasiswa baru, sehingga kita bisa lebih percaya diri dan nyaman menavigasi area tersebut."""
Activities and Travelling,"5. ""I'm interested in studying abroad, but I'm not sure where to start. It would be great if the university had more resources and support for students who are considering international programs or trips.""",23,3.4,1,1,M,"5. ""Saya tertarik untuk belajar di luar negeri, tapi saya tidak yakin harus mulai dari mana. Akan sangat bagus jika universitas memiliki lebih banyak sumber daya dan dukungan bagi mahasiswa yang mempertimbangkan program atau perjalanan internasional."""
Activities and Travelling,"6. ""I'm a transfer student, and I feel like I'm missing out on a lot of the traditional college experiences like road trips and spring break. It would be great if there were more organized trips and activities for transfer students, so that we could feel more connected to the university community.""",16,2.83,3,1,F,"6. ""Saya seorang siswa pindahan, dan saya merasa kehilangan banyak pengalaman kuliah tradisional seperti perjalanan darat dan liburan musim semi. Akan sangat bagus jika ada perjalanan dan kegiatan yang lebih terorganisir untuk siswa pindahan, sehingga kami bisa merasa lebih terhubung dengan komunitas universitas."""
Activities and Travelling,"7. ""I love exploring new places and trying new things, but it's hard to find the time and money to do so while I'm in school. It would be great if there were more affordable and accessible travel options for students, like student discounts on airfare or organized weekend trips.""",17,2.31,1,1,M,"7. ""Saya suka menjelajahi tempat-tempat baru dan mencoba hal-hal baru, tetapi sulit untuk menemukan waktu dan uang untuk melakukannya ketika saya masih di sekolah. Akan sangat bagus jika ada pilihan perjalanan yang lebih terjangkau dan mudah diakses oleh siswa, seperti pelajar diskon tiket pesawat atau perjalanan akhir pekan yang terorganisir."""
Activities and Travelling,"8. ""I'm interested in getting involved in outdoor activities and adventure sports, but I don't have a lot of experience. It would be great if the university offered more beginner-friendly courses and workshops, so that I could build my skills and confidence in a supportive environment.""",16,1.86,4,1,M,"8. “Saya tertarik untuk terlibat dalam aktivitas luar ruangan dan olahraga petualangan, namun saya tidak memiliki banyak pengalaman. Akan sangat bagus jika universitas menawarkan lebih banyak kursus dan lokakarya yang ramah bagi pemula, sehingga saya dapat mengembangkan kemampuan saya keterampilan dan kepercayaan diri dalam lingkungan yang mendukung."""
Activities and Travelling,"9. ""I'm interested in exploring the arts and cultural scene in the city, but I'm not sure where to start. It would be great if the university offered more organized trips and events to museums, galleries, and theaters, so that I could discover new things and learn from other students.""",19,0.94,5,1,F,"9. ""Saya tertarik untuk menjelajahi dunia seni dan budaya di kota ini, tapi saya tidak yakin harus mulai dari mana. Akan sangat bagus jika universitas menawarkan perjalanan dan acara yang lebih terorganisir ke museum, galeri, dan teater, jadi agar saya dapat menemukan hal-hal baru dan belajar dari siswa lain."""
Activities and Travelling,"10. ""I'm passionate about sustainability and the environment, and I would love to get involved in eco-tourism or sustainable travel. It would be great if the university had more resources and support for students who are interested in these topics, so that we could learn about sustainable travel options and make more informed choices.""",25,1.95,4,1,F,"10. ""Saya sangat tertarik dengan keberlanjutan dan lingkungan hidup, dan saya ingin terlibat dalam ekowisata atau perjalanan ramah lingkungan. Akan sangat bagus jika universitas memiliki lebih banyak sumber daya dan dukungan bagi mahasiswa yang tertarik dengan topik ini, jadi agar kita bisa belajar tentang pilihan perjalanan berkelanjutan dan membuat pilihan yang lebih tepat."""
Activities and Travelling,"1. ""I went on a trip with the university's travel club, but the accommodations were terrible. The hotel was dirty and uncomfortable, and it really detracted from the overall experience.""",22,3.21,5,1,F,"1. ""Saya melakukan perjalanan dengan klub perjalanan universitas, tetapi akomodasinya buruk. Hotelnya kotor dan tidak nyaman, dan itu benar-benar mengurangi pengalaman keseluruhan."""
Activities and Travelling,"2. ""I was really excited to go on a weekend trip with my friends, but the transportation ended up being a nightmare. Our bus broke down on the side of the road, and we ended up being stranded for hours.""",20,03.09,4,1,M,"2. ""Aku sangat bersemangat untuk melakukan perjalanan akhir pekan bersama teman-temanku, tapi transportasinya berakhir menjadi mimpi buruk. Bus kami mogok di pinggir jalan, dan akhirnya kami terdampar berjam-jam."""
Activities and Travelling,"3. ""I wish there were more affordable travel options for students. It's hard to justify spending a ton of money on a trip when we're already struggling to make ends meet with tuition and living expenses.""",21,0.14,2,1,F,3. “Saya berharap ada pilihan perjalanan yang lebih terjangkau bagi pelajar. Sulit untuk membenarkan menghabiskan banyak uang untuk perjalanan ketika kita sudah berjuang untuk memenuhi kebutuhan uang sekolah dan biaya hidup.”
Activities and Travelling,"4. ""I love exploring new places and trying new things, but it's hard to do that on a student budget. I wish there were more free or low-cost activities available in the area.""",20,02.04,2,1,F,"4. ""Saya suka menjelajahi tempat-tempat baru dan mencoba hal-hal baru, tapi sulit melakukannya dengan anggaran pelajar. Saya berharap ada lebih banyak aktivitas gratis atau berbiaya rendah yang tersedia di area tersebut."""
Activities and Travelling,"5. ""I went on a trip to a nearby city with the school's travel program, but I felt like we didn't get to see as much as we could have. The itinerary was too packed, and we didn't have enough time to really explore and enjoy each location.""",26,1.38,4,1,M,"5. ""Saya melakukan perjalanan ke kota terdekat dengan program perjalanan sekolah, tapi saya merasa kami tidak bisa melihat sebanyak yang kami bisa. Rencana perjalanan terlalu padat, dan kami tidak punya cukup waktu untuk benar-benar menjelajahi dan menikmati setiap lokasi."""
Activities and Travelling,"6. ""I'm always looking for fun and interesting things to do on the weekends, but it seems like everything costs money. I wish there were more free events and activities available for students.""",17,1.54,5,1,M,"6. ""Saya selalu mencari hal-hal menyenangkan dan menarik untuk dilakukan di akhir pekan, tapi sepertinya semuanya membutuhkan uang. Saya berharap ada lebih banyak acara dan kegiatan gratis yang tersedia untuk siswa."""
Activities and Travelling,"7. ""I went on a study abroad program, but I felt like I didn't get enough support from the school. I had trouble adjusting to the new culture and environment, and I wish there had been more resources available to help me.""",21,3.16,5,1,F,"7. “Saya mengikuti program belajar di luar negeri, namun saya merasa tidak mendapat cukup dukungan dari sekolah. Saya mengalami kesulitan menyesuaikan diri dengan budaya dan lingkungan baru, dan saya berharap ada lebih banyak sumber daya yang tersedia untuk membantu saya. """
Activities and Travelling,"8. ""I'm really interested in outdoor activities like hiking and camping, but I don't have a car to get to the nearest parks and trails. It's frustrating to feel like I'm missing out on something that I really enjoy.""",17,1.72,3,1,M,"8. ""Saya sangat tertarik dengan aktivitas luar ruangan seperti hiking dan berkemah, tetapi saya tidak punya mobil untuk pergi ke taman dan jalan setapak terdekat. Sungguh membuat frustrasi karena merasa kehilangan sesuatu yang sangat saya nikmati. """
Activities and Travelling,"9. ""I went on a trip with a student organization, but the leaders didn't seem very organized. We were always running late or missing important details, and it made the trip more stressful than it needed to be.""",19,1.98,1,1,M,"9. ""Saya melakukan perjalanan dengan sebuah organisasi mahasiswa, tetapi para pemimpinnya tampaknya tidak terlalu terorganisir. Kami selalu terlambat atau melewatkan detail-detail penting, dan hal ini membuat perjalanan menjadi lebih menegangkan daripada yang seharusnya."""
Activities and Travelling,"10. ""I wish there were more opportunities to travel and explore the world while still earning college credit. It would be a great way to combine my academic and personal interests.""",27,1.86,5,1,M,"10. ""Saya berharap ada lebih banyak kesempatan untuk bepergian dan menjelajahi dunia sambil tetap mendapatkan kredit kuliah. Ini akan menjadi cara yang bagus untuk menggabungkan minat akademis dan pribadi saya."""
Activities and Travelling,"1. ""I love the study abroad programs offered by our university. They've given me the chance to see the world and experience new cultures, all while earning credit towards my degree.""",20,3.84,1,1,F,"1. ""Saya menyukai program studi di luar negeri yang ditawarkan oleh universitas kami. Program tersebut memberi saya kesempatan untuk melihat dunia dan merasakan budaya baru, sambil mendapatkan kredit atas gelar saya."""
Activities and Travelling,"2. ""I wish there were more affordable travel options available for students. It's hard to save up enough money to take a trip when you're already paying for tuition, textbooks, and rent.""",25,2.42,3,1,M,"2. “Saya berharap ada pilihan perjalanan yang lebih terjangkau bagi pelajar. Sulit untuk menabung cukup uang untuk melakukan perjalanan ketika Anda sudah membayar uang sekolah, buku pelajaran, dan sewa.”"
Activities and Travelling,"3. ""The university-sponsored trips and excursions are always a lot of fun, but they tend to fill up quickly. I wish there were more spots available so that more students could participate.""",18,2.95,5,1,M,"3. ""Perjalanan dan tamasya yang disponsori universitas selalu menyenangkan, tetapi cenderung cepat terisi. Saya berharap ada lebih banyak tempat yang tersedia sehingga lebih banyak mahasiswa dapat berpartisipasi."""
Activities and Travelling,"4. ""I really enjoy hiking and exploring the outdoors, but it can be tough to find good hiking trails and parks nearby. I wish there were more options available for students who want to get outside and explore.""",19,3.12,3,1,M,"4. ""Saya sangat menikmati hiking dan menjelajahi alam bebas, namun mungkin sulit menemukan jalur hiking dan taman yang bagus di dekatnya. Saya berharap ada lebih banyak pilihan yang tersedia bagi siswa yang ingin keluar dan menjelajah."""
Activities and Travelling,"5. ""I love going to concerts and music festivals, but it's hard to find events that fit within my budget. It would be great if the university offered discounted tickets to students for these types of events.""",23,2.93,4,1,F,"5. ""Saya suka pergi ke konser dan festival musik, tapi sulit menemukan acara yang sesuai dengan anggaran saya. Akan sangat bagus jika universitas menawarkan tiket diskon kepada mahasiswa untuk acara semacam ini."""
Activities and Travelling,"6. ""I've always been interested in volunteering and giving back to my community, and the university has provided me with some great opportunities to do so. It's been really rewarding to be able to make a difference.""",27,2.47,2,1,F,"6. ""Saya selalu tertarik untuk menjadi sukarelawan dan memberikan kontribusi kepada komunitas saya, dan universitas telah memberi saya beberapa peluang besar untuk melakukan hal tersebut. Sungguh bermanfaat bisa membuat perbedaan."""
Activities and Travelling,"7. ""I wish there were more opportunities to connect with other students who have similar interests. It can be tough to find a community of like-minded individuals on such a large campus.""",26,03.06,3,1,M,"7. ""Saya berharap ada lebih banyak kesempatan untuk terhubung dengan mahasiswa lain yang memiliki minat yang sama. Sulit untuk menemukan komunitas orang-orang yang berpikiran sama di kampus sebesar ini."""
Activities and Travelling,"8. ""I really enjoy exploring new neighborhoods and trying new restaurants, but it can be tough to find affordable options. It would be great if the university offered a foodie club or something similar.""",20,2.61,1,1,M,"8. ""Saya sangat menikmati menjelajahi lingkungan baru dan mencoba restoran baru, tapi mungkin sulit menemukan pilihan yang terjangkau. Akan sangat bagus jika universitas menawarkan klub kuliner atau sejenisnya."""
Activities and Travelling,"9. ""I'm not really into partying or going out to bars, but it feels like that's the only social scene available on campus. I wish there were more options for students who want to have fun without drinking.""",24,2.77,5,1,M,"9. ""Saya tidak terlalu suka berpesta atau pergi ke bar, tapi rasanya itulah satu-satunya tempat sosial yang tersedia di kampus. Saya berharap ada lebih banyak pilihan bagi mahasiswa yang ingin bersenang-senang tanpa minum-minum."""
Activities and Travelling,"10. ""I love going to sporting events and cheering on our school's teams. It's a great way to feel connected to the university and get involved in the campus community.""",22,01.05,5,1,F,"10. ""Saya suka pergi ke acara olahraga dan menyemangati tim sekolah kami. Ini adalah cara yang bagus untuk merasa terhubung dengan universitas dan terlibat dalam komunitas kampus."""
Activities and Travelling,"11. ""I wish there were more opportunities for outdoor recreation, like kayaking or camping. It would be great to be able to get away from campus and explore the natural beauty of the area.""",21,0.15,2,1,M,"11. ""Saya berharap ada lebih banyak kesempatan untuk rekreasi luar ruangan, seperti bermain kayak atau berkemah. Senang rasanya bisa keluar dari kampus dan menjelajahi keindahan alam di daerah tersebut."""
Activities and Travelling,"12. ""I'm really interested in photography, but it can be tough to find good locations to take photos. I wish there were more scenic spots around campus for students to explore.""",25,0.38,3,1,F,"12. ""Saya sangat tertarik dengan fotografi, tetapi sulit menemukan lokasi yang bagus untuk mengambil foto. Saya berharap ada lebih banyak tempat indah di sekitar kampus untuk dijelajahi oleh mahasiswa."""
Activities and Travelling,"13. ""I really enjoy attending lectures and talks on campus. It's a great way to learn new things and expand my knowledge beyond my coursework.""",26,0.95,4,1,M,"13. ""Saya sangat menikmati menghadiri kuliah dan diskusi di kampus. Ini adalah cara yang bagus untuk mempelajari hal-hal baru dan memperluas pengetahuan saya di luar tugas kuliah saya."""
